央视,#genre#
CCTV-1 综合,http://godiptv.dns.navy:1024/tv/play/4/25224558EJ0IA989/IEJ125N825E4E9I0$IPV4_神助AI源
CCTV-1 综合,http://godiptv.dns.navy:1024/tv/play/4/234ID2D1E392A507/IEJ125N825E4E9I0$IPV4_神助AI源
CCTV-1 综合,http://godiptv.dns.navy:1024/tv/play/4/1IN46A2ADJIIJ1I9/IEJ125N825E4E9I0$IPV4_神助AI源
CCTV-1 综合,http://godiptv.dns.navy:1024/tv/play/4/19E17IE56D2AJJ97/IEJ125N825E4E9I0$IPV4_神助AI源
CCTV-1 综合,http://godiptv.dns.navy:1024/tv/play/4/260D2AAJ59960J33/IEJ125N825E4E9I0$IPV4_源1
CCTV-1 综合,http://godiptv.dns.navy:1024/tv/play/4/73I2E8823AJJ7735/IEJ125N825E4E9I0$IPV4_源2
CCTV-1 综合,http://godiptv.dns.navy:1024/tv/play/4/0J9244D9701I2565/IEJ125N825E4E9I0$IPV4_源3
CCTV-1 综合,http://godiptv.dns.navy:1024/tv/play/4/73J31JJEN6J5498I/IEJ125N825E4E9I0$IPV4_源4
CCTV-1 综合,http://godiptv.dns.navy:1024/tv/play/4/0971N8I8J3404426/IEJ125N825E4E9I0$IPV4_源5
CCTV-1 综合,http://godiptv.dns.navy:1024/tv/play/4/ANN81N29N15NJNI2/IEJ125N825E4E9I0$IPV4_源6
CCTV-1 综合,http://godiptv.dns.navy:1024/tv/play/4/60006D51EE9042N4/IEJ125N825E4E9I0$IPV6_源1
CCTV-1 综合,http://godiptv.dns.navy:1024/tv/play/4/IND0199EN4NIA48J/IEJ125N825E4E9I0$IPV6_源2
CCTV-1 综合,http://godiptv.dns.navy:1024/tv/play/4/37143ID8NI42D764/IEJ125N825E4E9I0$IPV6_源3
CCTV-1 综合,http://godiptv.dns.navy:1024/tv/play/4/I6A729569583E341/IEJ125N825E4E9I0$IPV6_源4
CCTV-1 综合,http://godiptv.dns.navy:1024/tv/play/4/49A146266218551I/IEJ125N825E4E9I0$IPV6_源5
CCTV-2 财经,http://godiptv.dns.navy:1024/tv/play/4/90AD63NI007J203J/IEJ125N825E4E9I0$IPV4_神助AI源
CCTV-2 财经,http://godiptv.dns.navy:1024/tv/play/4/A0NE27743NJEIAJJ/IEJ125N825E4E9I0$IPV4_神助AI源
CCTV-2 财经,http://godiptv.dns.navy:1024/tv/play/4/48E4NEAJDJEE56D2/IEJ125N825E4E9I0$IPV4_神助AI源
CCTV-2 财经,http://godiptv.dns.navy:1024/tv/play/4/A72948AIN21II70E/IEJ125N825E4E9I0$IPV4_源1
CCTV-2 财经,http://godiptv.dns.navy:1024/tv/play/4/0I49IE1INJ410J80/IEJ125N825E4E9I0$IPV4_源2
CCTV-2 财经,http://godiptv.dns.navy:1024/tv/play/4/4I89228I2560N810/IEJ125N825E4E9I0$IPV4_源3
CCTV-2 财经,http://godiptv.dns.navy:1024/tv/play/4/294JN3N57224N645/IEJ125N825E4E9I0$IPV4_源4
CCTV-2 财经,http://godiptv.dns.navy:1024/tv/play/4/A4AI4EJ1N4N1E9J4/IEJ125N825E4E9I0$IPV4_源5
CCTV-2 财经,http://godiptv.dns.navy:1024/tv/play/4/152D4I80AI2A60N5/IEJ125N825E4E9I0$IPV4_源6
CCTV-2 财经,http://godiptv.dns.navy:1024/tv/play/4/E4EJE5NDAD354JDE/IEJ125N825E4E9I0$IPV4_源7
CCTV-2 财经,http://godiptv.dns.navy:1024/tv/play/4/4NJI3782I63EDNJI/IEJ125N825E4E9I0$IPV6_源1
CCTV-2 财经,http://godiptv.dns.navy:1024/tv/play/4/28N9E655JJ64IAN4/IEJ125N825E4E9I0$IPV6_源2
CCTV-2 财经,http://godiptv.dns.navy:1024/tv/play/4/JI6326AD1I36J1E5/IEJ125N825E4E9I0$IPV6_源3
CCTV-2 财经,http://godiptv.dns.navy:1024/tv/play/4/D1586NI4J0673AA5/IEJ125N825E4E9I0$IPV6_源4
CCTV-2 财经,http://godiptv.dns.navy:1024/tv/play/4/19911N55I6J5DAI1/IEJ125N825E4E9I0$IPV6_源5
CCTV-3 综艺,http://godiptv.dns.navy:1024/tv/play/4/9470513AA7810I66/IEJ125N825E4E9I0$IPV4_神助AI源
CCTV-3 综艺,http://godiptv.dns.navy:1024/tv/play/4/00A96578351E54JJ/IEJ125N825E4E9I0$IPV4_神助AI源
CCTV-3 综艺,http://godiptv.dns.navy:1024/tv/play/4/245D18JA4EN3N47J/IEJ125N825E4E9I0$IPV4_神助AI源
CCTV-3 综艺,http://godiptv.dns.navy:1024/tv/play/4/ED70E27N9A4E76EI/IEJ125N825E4E9I0$IPV4_源1
CCTV-3 综艺,http://godiptv.dns.navy:1024/tv/play/4/A4E5JE399A02201D/IEJ125N825E4E9I0$IPV4_源2
CCTV-3 综艺,http://godiptv.dns.navy:1024/tv/play/4/99DJ1D40EE877D51/IEJ125N825E4E9I0$IPV4_源3
CCTV-3 综艺,http://godiptv.dns.navy:1024/tv/play/4/J9851A1JA4E03EI6/IEJ125N825E4E9I0$IPV4_源4
CCTV-3 综艺,http://godiptv.dns.navy:1024/tv/play/4/2898A50NNE076N95/IEJ125N825E4E9I0$IPV4_源5
CCTV-3 综艺,http://godiptv.dns.navy:1024/tv/play/4/4DNJ16E27DDD842N/IEJ125N825E4E9I0$IPV4_源6
CCTV-3 综艺,http://godiptv.dns.navy:1024/tv/play/4/JA49J7D67N8JN4A6/IEJ125N825E4E9I0$IPV4_源7
CCTV-3 综艺,http://godiptv.dns.navy:1024/tv/play/4/8I3ND13028DE7J25/IEJ125N825E4E9I0$IPV6_源1
CCTV-3 综艺,http://godiptv.dns.navy:1024/tv/play/4/A610I909ADD674N9/IEJ125N825E4E9I0$IPV6_源2
CCTV-3 综艺,http://godiptv.dns.navy:1024/tv/play/4/646I65I12D14I1E1/IEJ125N825E4E9I0$IPV6_源3
CCTV-3 综艺,http://godiptv.dns.navy:1024/tv/play/4/ANJEE917D4D1AD41/IEJ125N825E4E9I0$IPV6_源4
CCTV-3 综艺,http://godiptv.dns.navy:1024/tv/play/4/7E8D27J853098EI4/IEJ125N825E4E9I0$IPV6_源5
CCTV-4 中文国际,http://godiptv.dns.navy:1024/tv/play/4/344JN290NA473EAI/IEJ125N825E4E9I0$IPV4_神助AI源
CCTV-4 中文国际,http://godiptv.dns.navy:1024/tv/play/4/NE038AA2244I97N7/IEJ125N825E4E9I0$IPV4_神助AI源
CCTV-4 中文国际,http://godiptv.dns.navy:1024/tv/play/4/7J1J4N93IJ7A88JE/IEJ125N825E4E9I0$IPV4_源1
CCTV-4 中文国际,http://godiptv.dns.navy:1024/tv/play/4/INIA34458087E462/IEJ125N825E4E9I0$IPV4_源2
CCTV-4 中文国际,http://godiptv.dns.navy:1024/tv/play/4/57A14I55764EI702/IEJ125N825E4E9I0$IPV4_源3
CCTV-4 中文国际,http://godiptv.dns.navy:1024/tv/play/4/6DI1IJ6JEA40DNAD/IEJ125N825E4E9I0$IPV4_源4
CCTV-4 中文国际,http://godiptv.dns.navy:1024/tv/play/4/60D08I171A8080N5/IEJ125N825E4E9I0$IPV4_源5
CCTV-4 中文国际,http://godiptv.dns.navy:1024/tv/play/4/EEJ1259EDII8JAEJ/IEJ125N825E4E9I0$IPV4_源6
CCTV-4 中文国际,http://godiptv.dns.navy:1024/tv/play/4/25AD2A297903NJ6J/IEJ125N825E4E9I0$IPV4_源7
CCTV-4 中文国际,http://godiptv.dns.navy:1024/tv/play/4/83J6D2E8AA04N661/IEJ125N825E4E9I0$IPV4_源8
CCTV-4 中文国际,http://godiptv.dns.navy:1024/tv/play/4/0A14A0184E18N8E7/IEJ125N825E4E9I0$IPV6_源1
CCTV-4 中文国际,http://godiptv.dns.navy:1024/tv/play/4/9DI916NJ34D808N7/IEJ125N825E4E9I0$IPV6_源2
CCTV-4 中文国际,http://godiptv.dns.navy:1024/tv/play/4/8J12D8I7E84203JN/IEJ125N825E4E9I0$IPV6_源3
CCTV-4 中文国际,http://godiptv.dns.navy:1024/tv/play/4/D271DI0J031066N4/IEJ125N825E4E9I0$IPV6_源4
CCTV-4 中文国际,http://godiptv.dns.navy:1024/tv/play/4/J51DJ7513612JI6N/IEJ125N825E4E9I0$IPV6_源5
CCTV-5 体育,http://godiptv.dns.navy:1024/tv/play/4/8922DEA6IJA03D44/IEJ125N825E4E9I0$IPV4_神助AI源
CCTV-5 体育,http://godiptv.dns.navy:1024/tv/play/4/IN60I41I20ID8D0A/IEJ125N825E4E9I0$IPV4_神助AI源
CCTV-5 体育,http://godiptv.dns.navy:1024/tv/play/4/A498881969JD9I32/IEJ125N825E4E9I0$IPV4_神助AI源
CCTV-5 体育,http://godiptv.dns.navy:1024/tv/play/4/IE98I1E65D347337/IEJ125N825E4E9I0$IPV4_源1
CCTV-5 体育,http://godiptv.dns.navy:1024/tv/play/4/5N56JA6EDEN3DEA7/IEJ125N825E4E9I0$IPV4_源2
CCTV-5 体育,http://godiptv.dns.navy:1024/tv/play/4/NI644N0I3DN71E4D/IEJ125N825E4E9I0$IPV4_源3
CCTV-5 体育,http://godiptv.dns.navy:1024/tv/play/4/8I661EE140E10E91/IEJ125N825E4E9I0$IPV4_源4
CCTV-5 体育,http://godiptv.dns.navy:1024/tv/play/4/1N74A3E31N41J8IE/IEJ125N825E4E9I0$IPV4_源5
CCTV-5 体育,http://godiptv.dns.navy:1024/tv/play/4/99985093701899A7/IEJ125N825E4E9I0$IPV4_源6
CCTV-5 体育,http://godiptv.dns.navy:1024/tv/play/4/INA135A593E69ND8/IEJ125N825E4E9I0$IPV4_源7
CCTV-5 体育,http://godiptv.dns.navy:1024/tv/play/4/392JIDIE7NN2E300/IEJ125N825E4E9I0$IPV6_源1
CCTV-5 体育,http://godiptv.dns.navy:1024/tv/play/4/123215999N18NJN7/IEJ125N825E4E9I0$IPV6_源2
CCTV-5 体育,http://godiptv.dns.navy:1024/tv/play/4/40JNNI48JNE621E2/IEJ125N825E4E9I0$IPV6_源3
CCTV-5 体育,http://godiptv.dns.navy:1024/tv/play/4/40065AI96II7II93/IEJ125N825E4E9I0$IPV6_源4
CCTV-5 体育,http://godiptv.dns.navy:1024/tv/play/4/16N4IAA3I61N92D0/IEJ125N825E4E9I0$IPV6_源5
CCTV-5+ 体育赛事,http://godiptv.dns.navy:1024/tv/play/4/5DE86I42D68I8J4J/IEJ125N825E4E9I0$IPV4_神助AI源
CCTV-5+ 体育赛事,http://godiptv.dns.navy:1024/tv/play/4/EN6DDJ7992383113/IEJ125N825E4E9I0$IPV4_神助AI源
CCTV-5+ 体育赛事,http://godiptv.dns.navy:1024/tv/play/4/0N56IDE65D136823/IEJ125N825E4E9I0$IPV4_神助AI源
CCTV-5+ 体育赛事,http://godiptv.dns.navy:1024/tv/play/4/D771AAE8A7364EEI/IEJ125N825E4E9I0$IPV4_神助AI源
CCTV-5+ 体育赛事,http://godiptv.dns.navy:1024/tv/play/4/E59JADI67DN45A05/IEJ125N825E4E9I0$IPV4_源1
CCTV-5+ 体育赛事,http://godiptv.dns.navy:1024/tv/play/4/39D854N7A27AA36D/IEJ125N825E4E9I0$IPV4_源2
CCTV-5+ 体育赛事,http://godiptv.dns.navy:1024/tv/play/4/625J15884N74909A/IEJ125N825E4E9I0$IPV4_源3
CCTV-5+ 体育赛事,http://godiptv.dns.navy:1024/tv/play/4/I459050670IJ5E31/IEJ125N825E4E9I0$IPV4_源4
CCTV-5+ 体育赛事,http://godiptv.dns.navy:1024/tv/play/4/IAI0N6IDJ6N16875/IEJ125N825E4E9I0$IPV4_源5
CCTV-5+ 体育赛事,http://godiptv.dns.navy:1024/tv/play/4/614EI0A2D7D0019N/IEJ125N825E4E9I0$IPV4_源6
CCTV-5+ 体育赛事,http://godiptv.dns.navy:1024/tv/play/4/J8422EI1E8J90DE1/IEJ125N825E4E9I0$IPV6_源1
CCTV-5+ 体育赛事,http://godiptv.dns.navy:1024/tv/play/4/76EN12I009I9EJE6/IEJ125N825E4E9I0$IPV6_源2
CCTV-5+ 体育赛事,http://godiptv.dns.navy:1024/tv/play/4/145I979D55A17843/IEJ125N825E4E9I0$IPV6_源3
CCTV-5+ 体育赛事,http://godiptv.dns.navy:1024/tv/play/4/04302JD52JN8JJ94/IEJ125N825E4E9I0$IPV6_源4
CCTV-5+ 体育赛事,http://godiptv.dns.navy:1024/tv/play/4/5I7I2I6EA29N5632/IEJ125N825E4E9I0$IPV6_源5
CCTV-6 电影,http://godiptv.dns.navy:1024/tv/play/4/N19854J3ID225D12/IEJ125N825E4E9I0$IPV4_神助AI源
CCTV-6 电影,http://godiptv.dns.navy:1024/tv/play/4/I49I44I6DEI894E2/IEJ125N825E4E9I0$IPV4_神助AI源
CCTV-6 电影,http://godiptv.dns.navy:1024/tv/play/4/407AJ650560N154E/IEJ125N825E4E9I0$IPV4_神助AI源
CCTV-6 电影,http://godiptv.dns.navy:1024/tv/play/4/7D439916838795A1/IEJ125N825E4E9I0$IPV4_源1
CCTV-6 电影,http://godiptv.dns.navy:1024/tv/play/4/1I938825427E59EA/IEJ125N825E4E9I0$IPV4_源2
CCTV-6 电影,http://godiptv.dns.navy:1024/tv/play/4/621DD487D58N5974/IEJ125N825E4E9I0$IPV4_源3
CCTV-6 电影,http://godiptv.dns.navy:1024/tv/play/4/18AND1I63I1END67/IEJ125N825E4E9I0$IPV4_源4
CCTV-6 电影,http://godiptv.dns.navy:1024/tv/play/4/48D3179I7I996DD1/IEJ125N825E4E9I0$IPV4_源5
CCTV-6 电影,http://godiptv.dns.navy:1024/tv/play/4/84IE16456D5EE2NN/IEJ125N825E4E9I0$IPV4_源6
